COUNTY,fips,cases
Wilson,20205,3458
Woodson,20207,1037
Wyandotte,20209,54704
Adair,21001,7886
Allen,21003,8553
Anderson,21005,8522
Ballard,21007,1756
Barren,21009,17412
Bath,21011,4688
Bell,21013,11184
Boone,21015,47508
Bourbon,21017,7828
Boyd,21019,23005
Boyle,21021,11465
Bracken,21023,2766
Breathitt,21025,5405
Breckinridge,21027,6705
Bullitt,21029,29274
Butler,21031,4781
Caldwell,21033,5094
Calloway,21035,11831
Campbell,21037,30300
Carlisle,21039,1361
Carroll,21041,4339
Carter,21043,12080
Casey,21045,5417
Christian,21047,20207
Clark,21049,14580
Clay,21051,9751
Clinton,21053,4804
Crittenden,21055,2855
Cumberland,21057,2780
Daviess,21059,38959
Edmonson,21061,3304
Elliott,21063,3708
Estill,21065,5312
Fayette,21067,123380
Fleming,21069,5002
Floyd,21071,17008
Franklin,21073,18642
Fulton,21075,1483
Gallatin,21077,2816
Garrard,21079,6055
Grant,21081,10014
Graves,21083,13686
Grayson,21085,10083
Green,21087,4864
Greenup,21089,16860
Hancock,21091,3159
Hardin,21093,43844
Harlan,21095,12852
Harrison,21097,8547
Hart,21099,6936
Henderson,21101,17713
Henry,21103,6414
Hickman,21105,1112
Hopkins,21107,19821
Jackson,21109,5240
Jefferson,21111,284224
Jessamine,21113,19194
Johnson,21115,9121
Kenton,21117,54277
Knott,21119,6094
Knox,21121,15038
Larue,21123,4841
Laurel,21125,27098
Lawrence,21127,5567
Lee,21129,3514
Leslie,21131,5233
Letcher,21133,9871
Lewis,21135,5778
Lincoln,21137,8959
Livingston,21139,3106
Logan,21141,10381
Lyon,21143,3623
Madison,21151,35619
Magoffin,21153,5154
Marion,21155,8056
Marshall,21157,10276
Martin,21159,4243
Mason,21161,6334
McCracken,21145,24010
McCreary,21147,7739
McLean,21149,3353
Meade,21163,7515
Menifee,21165,2406
Mercer,21167,9487
Metcalfe,21169,3744
Monroe,21171,4511
Montgomery,21173,11422
Morgan,21175,6762
Muhlenberg,21177,13342
Nelson,21179,19304
Nicholas,21181,2729
Ohio,21183,8970
Oldham,21185,23770
Owen,21187,3137
Owsley,21189,2100
Pendleton,21191,4392
Perry,21193,16056
Pike,21195,25222
Powell,21197,6528
Pulaski,21199,22189
Robertson,21201,879
Rockcastle,21203,6700
Rowan,21205,9844
Russell,21207,8430
Scott,21209,22940
Shelby,21211,16966
Simpson,21213,7560
Spencer,21215,7102
Taylor,21217,11893
Todd,21219,3578
Trigg,21221,5152
Trimble,21223,2765
Union,21225,5549
Unknown,,2505
Warren,21227,55458
Washington,21229,5110
Wayne,21231,8364
Webster,21233,4935
Whitley,21235,17200
Wolfe,21237,3582
Woodford,21239,9548
Acadia,22001,18966
Allen,22003,9063
Ascension,22005,45489
Assumption,22007,6815
Avoyelles,22009,14396
Beauregard,22011,11219
Bienville,22013,5008
Bossier,22015,51233
Caddo,22017,88834
Calcasieu,22019,68330
Caldwell,22021,4608
Cameron,22023,1393
Catahoula,22025,3146
Claiborne,22027,4114
Concordia,22029,6482
De Soto,22031,9803
East Baton Rouge,22033,144915
East Carroll,22035,3353
East Feliciana,22037,8370
Evangeline,22039,10242
Franklin,22041,8885
Grant,22043,7550
Iberia,22045,23941
Iberville,22047,11685
Jackson,22049,5609
Jefferson,22051,142707
Jefferson Davis,22053,8214
LaSalle,22059,5095
Lafayette,22055,79310
Lafourche,22057,35071
Lincoln,22061,15478
Livingston,22063,47403
Madison,22065,3943
Morehouse,22067,8525
Natchitoches,22069,13056
Orleans,22071,114491
Ouachita,22073,65014
Plaquemines,22075,7953
Pointe Coupee,22077,7983
Rapides,22079,42836
Red River,22081,2579
Richland,22083,9079
Sabine,22085,8046
St. Bernard,22087,14489
St. Charles,22089,17271
St. Helena,22091,2277
St. James,22093,7354
St. John the Baptist,22095,13309
St. Landry,22097,27882
St. Martin,22099,15869
St. Mary,22101,15349
St. Tammany,22103,91562
Tangipahoa,22105,45286
Tensas,22107,1336
Terrebonne,22109,39024
Union,22111,8808
Unknown,,1243
Vermilion,22113,19135
Vernon,22115,11791
Washington,22117,16314
Webster,22119,14479
West Baton Rouge,22121,9691
West Carroll,22123,4856
West Feliciana,22125,3371
Winn,22127,5581
Androscoggin,23001,28583
Aroostook,23003,18409
Cumberland,23005,66630
Franklin,23007,7345
Hancock,23009,10244
Kennebec,23011,30248
Knox,23013,8191
Lincoln,23015,6969
Oxford,23017,14634
Penobscot,23019,37845
Piscataquis,23021,3946
Sagadahoc,23023,7057
Somerset,23025,13005
Unknown,,2
Waldo,23027,8099
Washington,23029,5760
York,23031,52136
Allegany,24001,21756
Anne Arundel,24003,120009
Baltimore,24005,172722
Baltimore city,24510,149791
Calvert,24009,14806
Caroline,24011,7344
Carroll,24013,28200
Cecil,24015,20398
Charles,24017,38765
Dorchester,24019,9572
Frederick,24021,58590
Garrett,24023,7213
Harford,24025,50199
Howard,24027,64305
Kent,24029,3963
Montgomery,24031,246376
Prince George's,24033,229820
Queen Anne's,24035,8862
Somerset,24039,6192
St. Mary's,24037,24607
Talbot,24041,7249
Washington,24043,41035
Wicomico,24045,24897
Worcester,24047,10903
Barnstable,25001,49617
Berkshire,25003,35456
Bristol,25005,182344
Dukes,25007,4364
Essex,25009,256987
Franklin,25011,14736
Hampden,25013,172065
Hampshire,25015,39721
Middlesex,25017,437431
Nantucket,25019,3952
Norfolk,25021,173673
Plymouth,25023,143587
Suffolk,25025,268158
Unknown,,201538
Worcester,25027,240708
Alcona,26001,1945
Alger,26003,2298
Allegan,26005,32267
Alpena,26007,6643
Antrim,26009,5301
Arenac,26011,3918
Baraga,26013,2790
Barry,26015,17016
Bay,26017,31822
Benzie,26019,4148
Berrien,26021,42147
Branch,26023,14400
Calhoun,26025,42710
Cass,26027,13152
Charlevoix,26029,5877
Cheboygan,26031,5819
Chippewa,26033,13422
Clare,26035,8207
Clinton,26037,28229
Crawford,26039,3207
Delta,26041,12527
Dickinson,26043,9427
Eaton,26045,35178
Emmet,26047,7635
Genesee,26049,125592
Gladwin,26051,6819
Gogebic,26053,4330
Grand Traverse,26055,21600
Gratiot,26057,15981
Hillsdale,26059,12796
Houghton,26061,9610
Huron,26063,9782
Ingham,26065,85131
Ionia,26067,23082
Iosco,26069,5712
Iron,26071,3630
Isabella,26073,18032
Jackson,26075,55747
Kalamazoo,26077,75970
Kalkaska,26079,4519
Kent,26081,202350
Keweenaw,26083,666
Lake,26085,2478
Lapeer,26087,24915
Leelanau,26089,4450
Lenawee,26091,32523
Livingston,26093,58454
Luce,26095,2533
Mackinac,26097,3004
Macomb,26099,301882
Manistee,26101,5654
Marquette,26103,20380
Mason,26105,8381
Mecosta,26107,10335
Menominee,26109,7222
Midland,26111,23565
Missaukee,26113,3594
Monroe,26115,48563
Montcalm,26117,20099
Montmorency,26119,2004
Muskegon,26121,50980
Newaygo,26123,13737
Oakland,26125,386038
Oceana,26127,7773
Ogemaw,26129,5094
Ontonagon,26131,1352
Osceola,26133,6022
Oscoda,26135,1696
Otsego,26137,6798
Ottawa,26139,88120
Presque Isle,26141,2396
Roscommon,26143,5639
Saginaw,26145,62339
Sanilac,26151,10634
Schoolcraft,26153,2237
Shiawassee,26155,22276
St. Clair,26147,50658
St. Joseph,26149,16117
Tuscola,26157,15763
Unknown,,16513
Van Buren,26159,20866
Washtenaw,26161,110420
Wayne,26163,538596
Wexford,26165,8688
Aitkin,27001,3702
Anoka,27003,119415
Becker,27005,10509
Beltrami,27007,14406
Benton,27009,17064
Big Stone,27011,1781
Blue Earth,27013,21404
Brown,27015,7995
Carlton,27017,11461
Carver,27019,32053
Cass,27021,8642
Chippewa,27023,3828
Chisago,27025,17290
Clay,27027,23726
Clearwater,27029,2543
Cook,27031,826
Cottonwood,27033,3796
Crow Wing,27035,19391
Dakota,27037,137144
Dodge,27039,6739
Douglas,27041,13432
Faribault,27043,4474
Fillmore,27045,5885
Freeborn,27047,10580
Goodhue,27049,15617
Grant,27051,1822
Hennepin,27053,386090
Houston,27055,5497
Hubbard,27057,6122
Isanti,27059,11756
Itasca,27061,13638
Jackson,27063,2675
Kanabec,27065,4362
Kandiyohi,27067,15945
Kittson,27069,1253
Koochiching,27071,3717
Lac qui Parle,27073,2201
Lake,27075,2651
Lake of the Woods,27077,927
Le Sueur,27079,7498
Lincoln,27081,1520
Lyon,27083,8301
Mahnomen,27087,2190
Marshall,27089,2530
Martin,27091,6695
McLeod,27085,13049
Meeker,27093,7209
Mille Lacs,27095,8464
Morrison,27097,11179
Mower,27099,13867
Murray,27101,2401
Nicollet,27103,9889
Nobles,27105,8185
Norman,27107,1801
Olmsted,27109,53171
Otter Tail,27111,16465
Pennington,27113,4333
Pine,27115,8584
Pipestone,27117,2408
Polk,27119,10695
Pope,27121,3984
Ramsey,27123,159678
Red Lake,27125,1071
Redwood,27127,4785
Renville,27129,4573
Rice,27131,20749
Rock,27133,2788
Roseau,27135,5066
Scott,27139,48027
Sherburne,27141,31981
Sibley,27143,4257
St. Louis,27137,60656
Stearns,27145,61649
Steele,27147,12045
Stevens,27149,3314
Swift,27151,2726
Todd,27153,8475
Traverse,27155,1047
Unknown,,896
Wabasha,27157,6678
Wadena,27159,5241
Waseca,27161,6373
Washington,27163,82684
Watonwan,27165,3458
Wilkin,27167,1951
Winona,27169,15942
Wright,27171,42819
Yellow Medicine,27173,3160
Adams,28001,8590
Alcorn,28003,12815
Amite,28005,3885
Attala,28007,6811
Benton,28009,2819
Bolivar,28011,11630
Calhoun,28013,5590
Carroll,28015,3088
Chickasaw,28017,7015
Choctaw,28019,2901
Claiborne,28021,2565
Clarke,28023,4890
Clay,28025,6224
Coahoma,28027,8205
Copiah,28029,9238
Covington,28031,8683
DeSoto,28033,61488
Forrest,28035,27523
Franklin,28037,2368
George,28039,8780
Greene,28041,3897
Grenada,28043,6443
Hancock,28045,14973
Harrison,28047,66104
Hinds,28049,68037
Holmes,28051,5247
Humphreys,28053,2397
Issaquena,28055,307
Itawamba,28057,9449
Jackson,28059,45938
Jasper,28061,6153
Jefferson,28063,1791
Jefferson Davis,28065,3669
Jones,28067,26502
Kemper,28069,2648
Lafayette,28071,18938
Lamar,28073,22073
Lauderdale,28075,22120
Lawrence,28077,4566
Leake,28079,7703
Lee,28081,34009
Leflore,28083,8667
Lincoln,28085,10505
Lowndes,28087,21310
Madison,28089,31893
Marion,28091,8795
Marshall,28093,12052
Monroe,28095,13798
Montgomery,28097,3702
Neshoba,28099,12873
Newton,28101,7137
Noxubee,28103,3635
Oktibbeha,28105,13773
Panola,28107,12443
Pearl River,28109,17821
Perry,28111,3754
Pike,28113,12832
Pontotoc,28115,12842
Prentiss,28117,10252
Quitman,28119,1835
Rankin,28121,47012
Scott,28123,7887
Sharkey,28125,1169
Simpson,28127,8673
Smith,28129,5063
Stone,28131,6731
Sunflower,28133,7106
Tallahatchie,28135,3888
Tate,28137,8703
Tippah,28139,8946
Tishomingo,28141,7721
Tunica,28143,3057
Union,28145,11645
Unknown,,1211
Walthall,28147,4689
Warren,28149,12825
Washington,28151,13015
Wayne,28153,6967
Webster,28155,4069
Wilkinson,28157,1943
Winston,28159,6747
Yalobusha,28161,4831
Yazoo,28163,10078
Adair,29001,6731
Andrew,29003,5669
Atchison,29005,1816
Audrain,29007,6878
Barry,29009,7970
Barton,29011,3380
Bates,29013,4461
Benton,29015,5506
Bollinger,29017,3271
Boone,29019,55680
Buchanan,29021,29760
Butler,29023,12456
Caldwell,29025,2080
Callaway,29027,14459
Camden,29029,10893
Cape Girardeau,29031,23486
Carroll,29033,2695
Carter,29035,1763
Cass,29037,30241
Cedar,29039,3763
Chariton,29041,1998
Christian,29043,25000
Clark,29045,1924
Clay,29047,33610
Clinton,29049,5755
Cole,29051,24156
Cooper,29053,4801
Crawford,29055,6591
Dade,29057,1818
Dallas,29059,4703
Daviess,29061,2029
DeKalb,29063,2553
Dent,29065,3973
Douglas,29067,3065
Dunklin,29069,9736
Franklin,29071,31473
Gasconade,29073,4095
Gentry,29075,2693
Greene,29077,85094
Grundy,29079,3147
Harrison,29081,2469
Henry,29083,7075
Hickory,29085,2412
Holt,29087,1316
Howard,29089,2974
Howell,29091,11018
Iron,29093,2699
Jackson,29095,118413
Jasper,29097,24400
Jefferson,29099,67926
Johnson,29101,14743
Joplin,,16493
Kansas City,,140024
Knox,29103,1192
Laclede,29105,9626
Lafayette,29107,9266
Lawrence,29109,9316
Lewis,29111,3383
Lincoln,29113,18496
Linn,29115,3167
Livingston,29117,4456
Macon,29121,4269
Madison,29123,4280
Maries,29125,1966
Marion,29127,9834
McDonald,29119,6658
Mercer,29129,906
Miller,29131,7097
Mississippi,29133,4432
Moniteau,29135,4398
Monroe,29137,2514
Montgomery,29139,3119
Morgan,29141,4930
New Madrid,29143,6123
Newton,29145,13854
Nodaway,29147,7643
Oregon,29149,2443
Osage,29151,3796
Ozark,29153,2038
Pemiscot,29155,3815
Perry,29157,6342
Pettis,29159,14954
Phelps,29161,12925
Pike,29163,5245
Platte,29165,12836
Polk,29167,9946
Pulaski,29169,10795
Putnam,29171,1180
Ralls,29173,2954
Randolph,29175,7211
Ray,29177,6218
Reynolds,29179,1396
Ripley,29181,3200
Saline,29195,7232
Schuyler,29197,895
Scotland,29199,841
Scott,29201,13900
Shannon,29203,1918
Shelby,29205,2079
St. Charles,29183,130568
St. Clair,29185,2619
St. Francois,29187,23604
St. Louis,29189,295172
St. Louis city,29510,76414
Ste. Genevieve,29186,4857
Stoddard,29207,7197
Stone,29209,6957
Sullivan,29211,2049
Taney,29213,16105
Texas,29215,5686
Vernon,29217,6157
Warren,29219,9942
Washington,29221,7092
Wayne,29223,2984
Webster,29225,10353
Worth,29227,559
Wright,29229,4592
Beaverhead,30001,2475
Big Horn,30003,5867
Blaine,30005,2592
Broadwater,30007,1548
Carbon,30009,2469
Carter,30011,291
Cascade,30013,30069
Chouteau,30015,1364
Custer,30017,3520
Daniels,30019,486
Dawson,30021,2769
Deer Lodge,30023,3276
Fallon,30025,799
Fergus,30027,2972
Flathead,30029,33879
Gallatin,30031,41914
Garfield,30033,251
Glacier,30035,4742
Golden Valley,30037,178
Granite,30039,672
Hill,30041,5408
Jefferson,30043,3155
Judith Basin,30045,284
Lake,30047,8363
Lewis and Clark,30049,21874
Liberty,30051,528
Lincoln,30053,5639
Madison,30057,2395
McCone,30055,452
Meagher,30059,597
Mineral,30061,1369
Missoula,30063,34081
Musselshell,30065,1107
Park,30067,5137
Petroleum,30069,45
Phillips,30071,1150
Pondera,30073,1480
Powder River,30075,418
Powell,30077,2219
Prairie,30079,292
Ravalli,30081,8553
Richland,30083,3024
Roosevelt,30085,4033
Rosebud,30087,3115
Sanders,30089,2439
Sheridan,30091,926
Silver Bow,30093,9955
Stillwater,30095,1734
Sweet Grass,30097,913
Teton,30099,1540
Toole,30101,1412
Treasure,30103,148
Valley,30105,2170
Wheatland,30107,460
Wibaux,30109,247
Yellowstone,30111,51429
Adams,31001,7853
Antelope,31003,1300
Arthur,31005,34
Banner,31007,104
Blaine,31009,76
Boone,31011,1292
Box Butte,31013,2526
Boyd,31015,490
Brown,31017,660
Buffalo,31019,14350
Burt,31021,1552
Butler,31023,2321
Cass,31025,7311
Cedar,31027,1768
Chase,31029,891
Cherry,31031,640
Cheyenne,31033,2408
Clay,31035,1747
Colfax,31037,2976
Cuming,31039,2050
Custer,31041,2399
Dakota,31043,8021
Dawes,31045,1513
Dawson,31047,5999
Deuel,31049,362
Dixon,31051,1406
Dodge,31053,12081
Douglas,31055,181952
Dundy,31057,411
Fillmore,31059,1320
Franklin,31061,510
Frontier,31063,623
Furnas,31065,1331
Gage,31067,4632
Garden,31069,489
Garfield,31071,493
Gosper,31073,453
Grant,31075,114
Greeley,31077,471
Hall,31079,19627
Hamilton,31081,2871
Harlan,31083,397
Hayes,31085,109
Hitchcock,31087,636
Holt,31089,2618
Hooker,31091,129
Howard,31093,1346
Jefferson,31095,1435
Johnson,31097,948
Kearney,31099,1428
Keith,31101,1807
Keya Paha,31103,136
Kimball,31105,834
Knox,31107,1984
Lancaster,31109,94989
Lincoln,31111,10870
Logan,31113,165
Loup,31115,92
Madison,31119,11607
McPherson,31117,77
Merrick,31121,2086
Morrill,31123,1353
Nance,31125,910
Nemaha,31127,1597
Nuckolls,31129,1104
Otoe,31131,3905
Pawnee,31133,521
Perkins,31135,585
Phelps,31137,2793
Pierce,31139,1550
Platte,31141,10395
Polk,31143,1387
Red Willow,31145,2712
Richardson,31147,2287
Rock,31149,194
Saline,31151,4462
Sarpy,31153,58992
Saunders,31155,5602
Scotts Bluff,31157,11494
Seward,31159,3764
Sheridan,31161,1159
Sherman,31163,688
Sioux,31165,82
Stanton,31167,760
Thayer,31169,1301
Thomas,31171,113
Thurston,31173,2174
Valley,31175,875
Washington,31177,5504
Wayne,31179,2162
Webster,31181,852
Wheeler,31183,140
York,31185,4733
Carson City,32510,17464
Churchill,32001,7626
Clark,32003,672145
Douglas,32005,8822
Elko,32007,12948
Esmeralda,32009,124
Eureka,32011,191
Humboldt,32013,2802
Lander,32015,1350
Lincoln,32017,700
Lyon,32019,12277
Mineral,32021,1503
Nye,32023,9165
Pershing,32027,2366
Storey,32029,197
Unknown,,9954
Washoe,32031,128715
White Pine,32033,1777
Belknap,33001,17550
Carroll,33003,12310
Cheshire,33005,19116
Coos,33007,8344
Grafton,33009,23366
Hillsborough,33011,121691
Merrimack,33013,40325
Rockingham,33015,84733
Strafford,33017,37170
Sullivan,33019,11904
Unknown,,2369
Atlantic,34001,91939
Bergen,34003,326980
Burlington,34005,142097
Camden,34007,169806
Cape May,34009,30546
Cumberland,34011,52925
Essex,34013,292196
Gloucester,34015,91788
Hudson,34017,238957
Hunterdon,34019,34738
Mercer,34021,111705
Middlesex,34023,276211
Monmouth,34025,223954
Morris,34027,166061
Ocean,34029,216366
Passaic,34031,193755
Salem,34033,18622
Somerset,34035,98391
Sussex,34037,45665
Union,34039,196743
Unknown,,1642
Warren,34041,32200
Bernalillo,35001,197598
Catron,35003,530
Chaves,35005,25105
Cibola,35006,10219
Colfax,35007,3079
Curry,35009,15422
De Baca,35011,756
Doña Ana,35013,77241
Eddy,35015,19284
Grant,35017,9903
Guadalupe,35019,1751
Harding,35021,104
Hidalgo,35023,1342
Lea,35025,23940
Lincoln,35027,6601
Los Alamos,35028,4588
Luna,35029,8024
McKinley,35031,33453
Mora,35033,987
Otero,35035,19308
Quay,35037,2565
Rio Arriba,35039,13379
Roosevelt,35041,6237
San Juan,35045,52541
San Miguel,35047,7672
Sandoval,35043,45137
Santa Fe,35049,40613
Sierra,35051,2496
Socorro,35053,4756
Taos,35055,7293
Torrance,35057,3779
Union,35059,1154
Unknown,,520
Valencia,35061,24577
Albany,36001,79513
Allegany,36003,10924
Broome,36007,59467
Cattaraugus,36009,19446
Cayuga,36011,20681
Chautauqua,36013,29823
Chemung,36015,26877
Chenango,36017,11932
Clinton,36019,22983
Columbia,36021,14064
Cortland,36023,13603
Delaware,36025,10256
Dutchess,36027,85555
Erie,36029,271789
Essex,36031,7856
Franklin,36033,12288
Fulton,36035,16777
Genesee,36037,16773
Greene,36039,11134
Hamilton,36041,1106
Herkimer,36043,17640
Jefferson,36045,27523
Lewis,36049,7416
Livingston,36051,14548
Madison,36053,17011
Monroe,36055,194118
Montgomery,36057,15182
Nassau,36059,551308
New York City,,3249502
Niagara,36063,60150
Oneida,36065,69701
Onondaga,36067,143923
Ontario,36069,26512
Orange,36071,140801
Orleans,36073,10678
Oswego,36075,35022
Otsego,36077,13442
Putnam,36079,31810
Rensselaer,36083,42187
Rockland,36087,119260
Saratoga,36091,62084
Schenectady,36093,44114
Schoharie,36095,6649
Schuyler,36097,4369
Seneca,36099,7778
St. Lawrence,36089,26636
Steuben,36101,25610
Suffolk,36103,570277
Sullivan,36105,24869
Tioga,36107,14218
Tompkins,36109,26928
Ulster,36111,43620
Warren,36113,19122
Washington,36115,16044
Wayne,36117,22164
Westchester,36119,336962
Wyoming,36121,10036
Yates,36123,4478
Alamance,37001,61989
Alexander,37003,12791
Alleghany,37005,3771
Anson,37007,8480
Ashe,37009,7635
Avery,37011,5558
Beaufort,37013,16147
Bertie,37015,5485
Bladen,37017,12138
Brunswick,37019,41168
Buncombe,37021,71158
Burke,37023,32041
Cabarrus,37025,72407
Caldwell,37027,30426
Camden,37029,2207
Carteret,37031,18548
Caswell,37033,6648
Catawba,37035,60751
Chatham,37037,18247
Cherokee,37039,8787
Chowan,37041,5300
Clay,37043,3485
Cleveland,37045,36860
Columbus,37047,19265
Craven,37049,32182
Cumberland,37051,116324
Currituck,37053,6329
Dare,37055,10072
Davidson,37057,56346
Davie,37059,14990
Duplin,37061,20990
Durham,37063,103480
Edgecombe,37065,17628
Forsyth,37067,125788
Franklin,37069,26520
Gaston,37071,82054
Gates,37073,2445
Graham,37075,2972
Granville,37077,19664
Greene,37079,7211
Guilford,37081,160971
Halifax,37083,18924
Harnett,37085,42848
Haywood,37087,17236
Henderson,37089,33354
Hertford,37091,6396
Hoke,37093,19576
Hyde,37095,1707
Iredell,37097,61975
Jackson,37099,12213
Johnston,37101,75972
Jones,37103,2921
Lee,37105,20166
Lenoir,37107,20359
Lincoln,37109,30441
Macon,37113,9824
Madison,37115,6316
Martin,37117,7623
McDowell,37111,17381
Mecklenburg,37119,368802
Mitchell,37121,4782
Montgomery,37123,9049
Moore,37125,31758
Nash,37127,32730
New Hanover,37129,64652
Northampton,37131,5943
Onslow,37133,65299
Orange,37135,39493
Pamlico,37137,3473
Pasquotank,37139,10686
Pender,37141,18770
Perquimans,37143,3572
Person,37145,12204
Pitt,37147,67204
Polk,37149,5051
Randolph,37151,44727
Richmond,37153,16498
Robeson,37155,52305
Rockingham,37157,27745
Rowan,37159,51753
Rutherford,37161,21695
Sampson,37163,23609
Scotland,37165,12921
Stanly,37167,24114
Stokes,37169,15671
Surry,37171,28732
Swain,37173,5035
Transylvania,37175,8382
Tyrrell,37177,1228
Union,37179,79503
Vance,37181,15900
Wake,37183,392058
Warren,37185,5879
Washington,37187,3910
Watauga,37189,15124
Wayne,37191,42127
Wilkes,37193,23090
Wilson,37195,27822
Yadkin,37197,15186
Yancey,37199,6349
Adams,38001,691
Barnes,38003,3617
Benson,38005,2288
Billings,38007,170
Bottineau,38009,1894
Bowman,38011,934
Burke,38013,493
Burleigh,38015,41204
Cass,38017,71381
Cavalier,38019,980
Dickey,38021,1800
Divide,38023,602
Dunn,38025,1201
Eddy,38027,896
Emmons,38029,841
Foster,38031,1172
Golden Valley,38033,517
Grand Forks,38035,27080
Grant,38037,556
Griggs,38039,679
Hettinger,38041,958
Kidder,38043,599
LaMoure,38045,1170
Logan,38047,557
McHenry,38049,1578
McIntosh,38051,897
McKenzie,38053,3656
McLean,38055,3188
Mercer,38057,3006
Morton,38059,13270
Mountrail,38061,3892
Nelson,38063,931
Oliver,38065,379
Pembina,38067,2404
Pierce,38069,1252
Ramsey,38071,4368
Ransom,38073,1929
Renville,38075,664
Richland,38077,4816
Rolette,38079,8054
Sargent,38081,1312
Sheridan,38083,346
Sioux,38085,1676
Slope,38087,73
Stark,38089,13827
Steele,38091,438
Stutsman,38093,8296
Towner,38095,759
Traill,38097,2495
Unknown,,0
Walsh,38099,4144
Ward,38101,24146
Wells,38103,1220
Williams,38105,12298
Rota,69100,422
Saipan,69110,12574
Tinian,69120,399
Adams,39001,8909
Allen,39003,33974
Ashland,39005,14914
Ashtabula,39007,25902
Athens,39009,19996
Auglaize,39011,14299
Belmont,39013,19256
Brown,39015,14169
Butler,39017,116682
Carroll,39019,6332
Champaign,39021,10797
Clark,39023,43582
Clermont,39025,65558
Clinton,39027,12831
Columbiana,39029,29780
Coshocton,39031,10094
Crawford,39033,14216
Cuyahoga,39035,350654
Darke,39037,15106
Defiance,39039,12408
Delaware,39041,56138
Erie,39043,25021
Fairfield,39045,47453
Fayette,39047,9405
Franklin,39049,366781
Fulton,39051,12628
Gallia,39053,10502
Geauga,39055,20552
Greene,39057,48477
Guernsey,39059,13659
Hamilton,39061,238207
Hancock,39063,21443
Hardin,39065,8837
Harrison,39067,4144
Henry,39069,7901
Highland,39071,13505
Hocking,39073,8642
Holmes,39075,5859
Huron,39077,17989
Jackson,39079,11837
Jefferson,39081,18813
Knox,39083,16550
Lake,39085,61985
Lawrence,39087,24462
Licking,39089,52928
Logan,39091,12777
Lorain,39093,89885
Lucas,39095,126129
Madison,39097,11605
Mahoning,39099,67576
Marion,39101,24520
Medina,39103,50941
Meigs,39105,6419
Mercer,39107,11372
Miami,39109,31994
Monroe,39111,4247
Montgomery,39113,162583
Morgan,39115,4123
Morrow,39117,9404
Muskingum,39119,31774
Noble,39121,3911
Ottawa,39123,10862
Paulding,39125,5564
Perry,39127,10359
Pickaway,39129,21284
Pike,39131,9998
Portage,39133,44355
Preble,39135,11659
Putnam,39137,9940
Richland,39139,39253
Ross,39141,25027
Sandusky,39143,17612
Scioto,39145,27836
Seneca,39147,15784
Shelby,39149,13326
Stark,39151,98019
Summit,39153,143348
Trumbull,39155,52689
Tuscarawas,39157,25479
Union,39159,19949
Van Wert,39161,8157
Vinton,39163,3697
Warren,39165,72639
Washington,39167,15502
Wayne,39169,28587
Williams,39171,11940
Wood,39173,38658
Wyandot,39175,6692
Adair,40001,9855
Alfalfa,40003,1885
Atoka,40005,4723
Beaver,40007,1185
Beckham,40009,7303
Blaine,40011,2931
Bryan,40013,17397
Caddo,40015,10214
Canadian,40017,48385
Carter,40019,19415
Cherokee,40021,17565
Choctaw,40023,5068
Cimarron,40025,714
Cleveland,40027,100720
Coal,40029,2119
Comanche,40031,39391
Cotton,40033,1698
Craig,40035,6017
Creek,40037,22790
Custer,40039,9756
Delaware,40041,13701
Dewey,40043,1237
Ellis,40045,1040
Garfield,40047,18127
Garvin,40049,8648
Grady,40051,17218
Grant,40053,1260
Greer,40055,1601
Harmon,40057,904
Harper,40059,838
Haskell,40061,3324
Hughes,40063,3106
Jackson,40065,8265
Jefferson,40067,1602
Johnston,40069,3934
Kay,40071,15752
Kingfisher,40073,4859
Kiowa,40075,2410
Latimer,40077,2721
Le Flore,40079,15575
Lincoln,40081,9963
Logan,40083,13632
Love,40085,3983
Major,40093,2550
Marshall,40095,5692
Mayes,40097,13322
McClain,40087,14811
McCurtain,40089,9740
McIntosh,40091,5557
Murray,40099,5345
Muskogee,40101,24414
Noble,40103,3610
Nowata,40105,3232
Okfuskee,40107,4249
Oklahoma,40109,245039
Okmulgee,40111,11739
Osage,40113,13936
Ottawa,40115,11692
Pawnee,40117,5072
Payne,40119,23351
Pittsburg,40121,13876
Pontotoc,40123,16719
Pottawatomie,40125,26892
Pushmataha,40127,3278
Roger Mills,40129,1117
Rogers,40131,31643
Seminole,40133,7783
Sequoyah,40135,12951
Stephens,40137,13523
Texas,40139,7045
Tillman,40141,1828
Tulsa,40143,212876
Unknown,,152
Wagoner,40145,27073
Washington,40147,15779
Washita,40149,3299
Woods,40151,2738
Woodward,40153,6175
Baker,41001,3842
Benton,41003,22252
Clackamas,41005,84459
Clatsop,41007,6377
Columbia,41009,10173
Coos,41011,14972
Crook,41013,7965
Curry,41015,4688
Deschutes,41017,61846
Douglas,41019,26112
Gilliam,41021,324
Grant,41023,2254
Harney,41025,1973
Hood River,41027,4699
Jackson,41029,54689
Jefferson,41031,9071
Josephine,41033,21022
Klamath,41035,17991
Lake,41037,1654
Lane,41039,79985
Lincoln,41041,9365
Linn,41043,33424
Malheur,41045,9748
Marion,41047,88497
Morrow,41049,3407
Multnomah,41051,171865
Polk,41053,20619
Sherman,41055,390
Tillamook,41057,5034
Umatilla,41059,26562
Union,41061,5858
Unknown,,4
Wallowa,41063,1586
Wasco,41065,6720
Washington,41067,122621
Wheeler,41069,304
Yamhill,41071,22934
